,song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
189,Because of You,1,219493,0.254,0.583,0.584,0.0,5,0.123,-5.362,0,0.0314,140.039,4,0.136
191,The Anthem,1,175093,0.006659999999999999,0.494,0.939,0.0,1,0.139,-3.127,1,0.126,177.75099999999995,4,0.893
194,Better in Time,1,234173,0.512,0.584,0.7,2.43e-05,6,0.13,-4.251,1,0.0506,163.953,4,0.5489999999999999
197,Your Body Is a Wonderland,1,249626,0.0206,0.647,0.7290000000000001,0.0489,5,0.134,-6.251,1,0.0236,94.01,4,0.687
212,Hips Don't Lie,1,218093,0.284,0.778,0.8240000000000001,0.0,10,0.405,-5.892,0,0.0712,100.024,4,0.7559999999999999
213,Mi Gente,1,189440,0.0179,0.774,0.687,1.17e-05,11,0.128,-4.8180000000000005,0,0.0584,104.959,4,0.308
214,Obsesion,1,254720,0.419,0.8029999999999999,0.56,0.0,1,0.0608,-6.912000000000001,0,0.0398,133.679,4,0.77
217,Despacito (Featuring Daddy Yankee),1,228200,0.208,0.659,0.802,0.0,2,0.123,-4.79,1,0.14800000000000002,177.93599999999995,4,0.863
220,Gasolina,1,192600,0.332,0.857,0.8009999999999999,1.2e-06,0,0.0789,-6.499,1,0.0618,96.009,4,0.753
228,Corazón partio,1,343413,0.199,0.648,0.846,4.23e-06,0,0.0803,-6.731,1,0.0424,160.075,4,0.815
230,Livin' la Vida Loca,1,243160,0.00411,0.425,0.954,0.0,1,0.0555,-3.756,0,0.0476,178.043,4,0.933
249,All Along the Watchtower,1,240800,0.00255,0.438,0.805,5.69e-05,8,0.0842,-6.237,1,0.0624,113.253,4,0.564
253,Whole Lotta Love,1,333893,0.0484,0.412,0.902,0.131,9,0.405,-11.6,1,0.405,89.74,4,0.422
254,Hey Jude - Remastered 2015,1,425653,0.0112,0.386,0.607,1.3800000000000003e-05,10,0.08800000000000001,-7.7,1,0.0261,147.207,4,0.532
260,For What It's Worth,1,153693,0.406,0.653,0.519,0.0209,2,0.101,-10.164,1,0.0497,98.883,4,0.8220000000000001
261,Fortunate Son,1,140773,0.201,0.64,0.6629999999999999,0.00806,0,0.152,-7.516,1,0.0374,132.77,4,0.6629999999999999
269,California Dreamin' - Single Version,1,162373,0.35200000000000004,0.552,0.616,0.0,1,0.0501,-9.785,0,0.0346,112.442,4,0.667
286,I Want To Hold Your Hand - Remastered 2015,1,145746,0.386,0.49,0.715,0.0,7,0.311,-5.549,1,0.0476,130.726,4,0.866
300,Yesterday - Remastered 2009,1,125666,0.879,0.332,0.179,0.0,5,0.0886,-11.83,1,0.0326,96.529,4,0.315
317,Brown Eyed Girl,1,183306,0.182,0.491,0.583,0.0,7,0.407,-10.964,1,0.0376,150.572,4,0.907
318,Gimme Shelter,1,270773,0.447,0.634,0.63,0.039,1,0.17,-8.277000000000001,0,0.031,118.628,4,0.489
350,Free Fallin',1,256000,0.219,0.63,0.449,0.0,5,0.0622,-13.243,1,0.0252,84.37799999999999,4,0.623
351,Landslide,1,199493,0.883,0.414,0.161,0.000223,7,0.117,-22.32,0,0.0318,159.375,4,0.423
353,Hotel California - Remastered,1,391376,0.00574,0.579,0.508,0.0004940000000000001,2,0.0575,-9.484,1,0.027000000000000003,147.125,4,0.609
354,Fast Car,1,296800,0.313,0.711,0.292,0.0,4,0.131,-15.523,0,0.037000000000000005,103.951,4,0.194
355,You're So Vain,1,258411,0.157,0.659,0.6779999999999999,6.69e-06,0,0.0784,-8.18,1,0.0313,106.186,4,0.647
356,Dust in the Wind,1,206266,0.3670000000000001,0.475,0.322,0.00056,7,0.11,-10.687,1,0.0283,93.503,4,0.387
364,"Rocket Man (I Think It's Going To Be A Long, Long Time)",1,281613,0.386,0.602,0.522,1.44e-05,10,0.0941,-9.031,1,0.0285,136.637,4,0.36
365,In The Air Tonight - 2015 Remastered,1,336453,0.551,0.446,0.239,4.1e-06,0,0.0697,-13.945,1,0.0316,189.507,4,0.298
368,My Sweet Lord,1,281226,0.0794,0.5379999999999999,0.7040000000000001,0.0,1,0.0867,-8.904,0,0.0332,120.963,4,0.583
369,A Horse with No Name,1,252239,0.6859999999999999,0.654,0.506,0.0155,11,0.155,-17.18,0,0.0535,123.179,4,0.831
370,Jolene,1,161533,0.5660000000000001,0.674,0.537,0.0,1,0.131,-10.970999999999998,0,0.0363,110.578,4,0.809
371,Let It Be - Remastered 2009,1,243026,0.631,0.443,0.403,0.0,0,0.111,-8.339,1,0.0322,143.46200000000005,4,0.41
383,Wild World,1,200160,0.354,0.483,0.503,0.000284,0,0.116,-9.396,1,0.0341,151.862,4,0.598
387,Imagine - Remastered 2010,1,187866,0.907,0.547,0.257,0.183,0,0.0935,-12.358,1,0.0252,75.752,4,0.16899999999999998
413,Stairway To Heaven,1,482830,0.58,0.338,0.34,0.0032,9,0.116,-12.049,0,0.0339,82.43299999999998,4,0.197
414,Hotel California - Remastered,1,391376,0.00574,0.579,0.508,0.0004940000000000001,2,0.0575,-9.484,1,0.027000000000000003,147.125,4,0.609
416,Riders On The Storm,1,434720,0.25,0.5489999999999999,0.722,0.0138,11,0.11,-11.729,0,0.0283,103.885,4,0.716
417,Rock And Roll All Nite,1,168826,0.0551,0.657,0.932,0.0,1,0.047,-5.819,1,0.0992,144.751,4,0.888
423,Imagine - Remastered 2010,1,187866,0.907,0.547,0.257,0.183,0,0.0935,-12.358,1,0.0252,75.752,4,0.16899999999999998
424,Let It Be - Remastered 2009,1,243026,0.631,0.443,0.403,0.0,0,0.111,-8.339,1,0.0322,143.46200000000005,4,0.41
425,Dream On,1,266960,0.388,0.307,0.433,9.08e-05,1,0.332,-10.057,1,0.029,160.9,4,0.224
427,Highway to Hell,1,208400,0.0591,0.573,0.913,0.00173,6,0.156,-4.793,0,0.132,115.715,4,0.422
442,Comfortably Numb,1,382296,0.15,0.472,0.366,0.308,11,0.0837,-12.595,0,0.0286,127.167,4,0.171
444,Layla - 40th Anniversary Version / 2010 Remastered,1,423840,0.584,0.394,0.918,0.332,1,0.309,-3.743,1,0.0709,115.646,4,0.479
447,American Pie,1,515866,0.6,0.527,0.509,0.0,7,0.14400000000000002,-10.893,1,0.0628,138.317,4,0.4970000000000001
451,The Boys Are Back in Town,1,266720,0.234,0.445,0.706,0.000252,8,0.205,-9.803,1,0.0461,80.82300000000002,4,0.768
454,The Joker,1,264503,0.394,0.424,0.446,3.78e-06,5,0.16,-9.618,1,0.0525,165.158,4,0.794
456,Walk On the Wild Side,1,254173,0.6829999999999999,0.575,0.318,0.000202,0,0.0934,-16.729,1,0.109,104.522,4,0.385
459,(Don't Fear) The Reaper,1,308120,0.0029,0.333,0.927,0.000211,9,0.297,-8.55,0,0.0733,141.47,4,0.382
463,"Rocket Man (I Think It's Going To Be A Long, Long Time)",1,281613,0.386,0.602,0.522,1.44e-05,10,0.0941,-9.031,1,0.0285,136.637,4,0.36
464,Dreams - 2004 Remastered Edition,1,257800,0.0644,0.828,0.4920000000000001,0.00428,0,0.128,-9.744,1,0.0276,120.151,4,0.789
471,My Sweet Lord,1,281226,0.0794,0.5379999999999999,0.7040000000000001,0.0,1,0.0867,-8.904,0,0.0332,120.963,4,0.583
472,Baba O'Riley,1,300000,0.287,0.494,0.722,0.18600000000000005,5,0.28300000000000003,-8.373,1,0.0347,117.312,4,0.156
474,My Sharona,1,295400,0.0589,0.586,0.7,0.00125,0,0.0318,-9.558,1,0.0363,147.245,4,0.897
475,Bennie And The Jets - Remastered 2014,1,322548,0.238,0.6679999999999999,0.6779999999999999,6.29e-06,0,0.527,-8.015,1,0.0496,132.584,4,0.778
486,Beast Of Burden - Remastered,1,265173,0.387,0.787,0.877,0.00065,1,0.0387,-3.822,0,0.032,100.61,4,0.8370000000000001
489,Carry on Wayward Son,1,323000,0.00316,0.483,0.7859999999999999,8.859999999999999e-05,7,0.446,-5.735,1,0.0319,126.748,4,0.7929999999999999
512,Paradise City,1,406306,0.0214,0.274,0.949,0.00778,11,0.218,-8.642000000000001,1,0.0896,100.346,4,0.4970000000000001
513,Panama - 2015 Remastered Version,1,210226,0.00124,0.527,0.978,4.75e-05,8,0.0744,-5.436,1,0.109,141.16899999999995,4,0.463
516,Pour Some Sugar On Me - Remastered 2017,1,267306,0.0021100000000000003,0.267,0.953,0.0,1,0.28300000000000003,-4.899,0,0.096,84.98899999999998,4,0.568
518,Crazy Train - Remastered,1,296200,0.361,0.453,0.906,0.0005690000000000001,9,0.26,-4.001,1,0.115,137.575,4,0.473
526,The Final Countdown,1,310333,0.0628,0.536,0.8440000000000001,0.00084,6,0.0608,-6.917999999999998,0,0.058,117.652,4,0.185
530,Welcome To The Jungle,1,273600,0.0326,0.445,0.955,0.284,8,0.317,-8.027000000000001,1,0.0856,123.343,4,0.336
541,Sweet Child O' Mine,1,356400,0.141,0.449,0.901,0.0675,6,0.128,-7.711,1,0.0526,125.148,4,0.696
570,Eye of the Tiger,1,245620,0.132,0.8170000000000001,0.599,0.000311,0,0.0873,-9.249,0,0.0328,108.873,4,0.5479999999999999
592,Ace of Spades,1,165906,0.00242,0.317,0.981,0.00677,6,0.0852,-7.102,1,0.174,140.079,4,0.234
597,Don't Stop Believin',1,250986,0.127,0.5,0.748,0.0,4,0.447,-9.072,1,0.0363,118.852,4,0.514
601,You Shook Me All Night Long,1,210173,0.00287,0.532,0.767,0.000513,7,0.39,-5.509,1,0.0574,127.361,4,0.755
618,Can't Fight This Feeling,1,294773,0.155,0.408,0.48,1.82e-05,9,0.0877,-11.017,1,0.0266,156.344,4,0.19
631,True,1,328293,0.506,0.7440000000000001,0.545,0.0977,0,0.0649,-9.361,1,0.0297,97.409,4,0.34600000000000003
633,Nothing's Gonna Stop Us Now,1,270333,0.0298,0.643,0.8009999999999999,0.0,6,0.0719,-4.921,1,0.0228,95.988,4,0.534
636,Take On Me,1,225280,0.018000000000000002,0.573,0.902,0.00125,6,0.0928,-7.638,0,0.054000000000000006,84.412,4,0.8759999999999999
641,Listen To Your Heart,1,328093,0.108,0.539,0.583,0.0,1,0.111,-4.935,0,0.0275,86.06299999999997,4,0.337
647,Time After Time,1,243066,0.5760000000000001,0.7240000000000001,0.436,1.19e-06,0,0.0908,-9.321,1,0.0282,130.439,4,0.324
650,I Want To Know What Love Is - Remastered,1,304786,0.193,0.477,0.471,1.76e-06,6,0.131,-10.036,1,0.0277,81.204,4,0.423
654,Alone,1,218733,0.638,0.418,0.452,0.00026000000000000003,1,0.0959,-13.099,1,0.0356,175.088,4,0.168
656,Right Here Waiting,1,264333,0.8,0.395,0.252,0.0,0,0.101,-13.589,1,0.0301,177.679,4,0.126
662,Welcome To The Jungle,1,273600,0.0326,0.445,0.955,0.284,8,0.317,-8.027000000000001,1,0.0856,123.343,4,0.336
663,You Shook Me All Night Long,1,210173,0.00287,0.532,0.767,0.000513,7,0.39,-5.509,1,0.0574,127.361,4,0.755
664,Pour Some Sugar On Me - Remastered 2017,1,267306,0.0021100000000000003,0.267,0.953,0.0,1,0.28300000000000003,-4.899,0,0.096,84.98899999999998,4,0.568
665,Jump - 2015 Remastered Version,1,241599,0.171,0.5720000000000001,0.835,0.000376,0,0.0702,-6.2189999999999985,1,0.0317,129.994,4,0.7959999999999999
666,Another One Bites The Dust - Remastered 2011,1,214653,0.115,0.951,0.53,0.179,5,0.17,-6.5939999999999985,0,0.17800000000000002,109.979,4,0.6990000000000001
668,Should I Stay or Should I Go - Remastered,1,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816
670,Every Breath You Take - Remastered 2003,1,253886,0.56,0.813,0.46,0.0105,1,0.0724,-9.78,1,0.0346,117.387,4,0.7290000000000001
672,Free Fallin',1,256000,0.219,0.63,0.449,0.0,5,0.0622,-13.243,1,0.0252,84.37799999999999,4,0.623
679,Born in the U.S.A.,1,278680,0.000373,0.398,0.952,7.75e-05,4,0.1,-6.042000000000002,1,0.061,122.093,4,0.584
685,Sweet Child O' Mine,1,356400,0.141,0.449,0.901,0.0675,6,0.128,-7.711,1,0.0526,125.148,4,0.696
697,Billie Jean,1,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847
700,Panama - 2015 Remastered Version,1,210226,0.00124,0.527,0.978,4.75e-05,8,0.0744,-5.436,1,0.109,141.16899999999995,4,0.463
712,Summer Of '69,1,216053,0.0183,0.508,0.8340000000000001,0.0,2,0.0732,-6.205,1,0.0386,139.131,4,0.774
720,Faith - Remastered,1,193200,0.0094,0.887,0.48,3.58e-05,11,0.0662,-11.994000000000002,1,0.117,95.846,4,0.607
722,Everybody Wants To Rule The World,1,251488,0.3720000000000001,0.638,0.8,0.005529999999999999,7,0.113,-12.077,1,0.0572,112.055,4,0.569
723,Take On Me,1,225280,0.018000000000000002,0.573,0.902,0.00125,6,0.0928,-7.638,0,0.054000000000000006,84.412,4,0.8759999999999999
725,Blue Monday - 2016 Remastered Version,1,450800,0.000726,0.7929999999999999,0.703,0.88,0,0.075,-9.548,1,0.0581,130.27,4,0.856
726,Don't You (Forget About Me),1,263040,0.168,0.66,0.816,0.0181,2,0.0608,-6.61,1,0.0299,111.346,4,0.6779999999999999
727,Don't Stop Believin',1,248906,0.25,0.491,0.802,0.0,4,0.387,-7.106,1,0.0392,119.25,4,0.472
728,The Boys Of Summer,1,288733,0.546,0.522,0.5589999999999999,0.00565,6,0.188,-13.640999999999998,1,0.0387,176.894,4,0.908
736,Crazy Train - Remastered,1,296200,0.361,0.453,0.906,0.0005690000000000001,9,0.26,-4.001,1,0.115,137.575,4,0.473
737,Ace of Spades,1,165906,0.00242,0.317,0.981,0.00677,6,0.0852,-7.102,1,0.174,140.079,4,0.234
743,The Final Countdown,1,310333,0.0628,0.536,0.8440000000000001,0.00084,6,0.0608,-6.917999999999998,0,0.058,117.652,4,0.185
762,Africa,1,295893,0.257,0.6709999999999999,0.373,7.950000000000001e-05,9,0.0481,-18.064,1,0.0323,92.717,4,0.732
763,Should I Stay or Should I Go - Remastered,1,188986,0.079,0.742,0.833,0.0,2,0.384,-6.462999999999999,1,0.115,113.375,4,0.816
764,Billie Jean,1,293826,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847
765,Sweet Dreams (Are Made of This) - Remastered,1,216933,0.227,0.6920000000000001,0.711,0.0,0,0.12,-7.497999999999998,0,0.0317,125.135,4,0.875
767,Time After Time,1,243066,0.5760000000000001,0.7240000000000001,0.436,1.19e-06,0,0.0908,-9.321,1,0.0282,130.439,4,0.324
773,Careless Whisper,1,300106,0.128,0.574,0.629,0.0,2,0.271,-8.815,0,0.0363,153.119,4,0.7859999999999999
776,Beat It - Single Version,1,258040,0.0491,0.779,0.867,7.98e-06,3,0.197,-3.704,0,0.0457,138.858,4,0.915
778,Footloose,1,226826,0.0984,0.583,0.905,0.00019,2,0.0593,-6.1320000000000014,1,0.0733,173.982,4,0.6459999999999999
784,9 to 5,1,162466,0.416,0.5539999999999999,0.7829999999999999,1.54e-06,6,0.631,-5.852,1,0.0457,105.39,4,0.813
787,Maneater,1,271893,0.0351,0.727,0.685,4.4299999999999986e-05,11,0.0973,-7.159,0,0.0398,88.75,4,0.812
788,Take On Me,1,225280,0.018000000000000002,0.573,0.902,0.00125,6,0.0928,-7.638,0,0.054000000000000006,84.412,4,0.8759999999999999
792,Dancing In the Dark,1,241306,0.0115,0.527,0.942,0.0,1,0.188,-5.64,0,0.0366,148.72299999999996,4,0.495
795,Thunderstruck,1,292880,0.000147,0.501,0.889,0.0114,4,0.217,-5.175,1,0.0364,133.519,4,0.257
798,Faith - Remastered,1,193200,0.0094,0.887,0.48,3.58e-05,11,0.0662,-11.994000000000002,1,0.117,95.846,4,0.607
801,We Built This City,1,296080,0.052000000000000005,0.6609999999999999,0.908,0.0,5,0.0708,-4.897,1,0.039,144.091,4,0.6559999999999999
804,Nothing's Gonna Stop Us Now,1,270333,0.0298,0.643,0.8009999999999999,0.0,6,0.0719,-4.921,1,0.0228,95.988,4,0.534
813,Kiss,1,226240,0.0135,0.898,0.271,0.0013800000000000002,7,0.0461,-12.238,1,0.091,111.485,4,0.742
817,You Shook Me All Night Long,1,210173,0.00287,0.532,0.767,0.000513,7,0.39,-5.509,1,0.0574,127.361,4,0.755
830,Can't Fight This Feeling,1,294773,0.155,0.408,0.48,1.82e-05,9,0.0877,-11.017,1,0.0266,156.344,4,0.19
840,Total Eclipse of the Heart,1,269786,0.195,0.435,0.6579999999999999,0.0,8,0.102,-8.179,1,0.0661,130.276,4,0.184
843,California Love - Original Version,1,284480,0.0292,0.7609999999999999,0.847,2.26e-06,7,0.39,-3.068,1,0.0417,91.519,4,0.765
851,Gangsta's Paradise,1,240693,0.0655,0.647,0.514,0.0,8,0.398,-10.05,1,0.0593,79.97399999999998,4,0.387
852,Gin And Juice (feat. Dat Nigga Daz),1,211493,0.0285,0.5489999999999999,0.853,0.000296,7,0.618,-4.293,1,0.188,94.695,4,0.34600000000000003
856,Jump Around,1,214946,0.0113,0.8540000000000001,0.71,8.72e-05,4,0.166,-6.32,0,0.0793,106.894,4,0.818
868,Big Poppa,1,252746,0.4320000000000001,0.778,0.578,0.0,9,0.138,-7.22,0,0.274,84.48700000000002,4,0.758
869,"Shook Ones, Pt. II",1,325506,0.0146,0.763,0.7859999999999999,0.0114,10,0.0817,-6.472,0,0.229,93.857,4,0.504
880,Sabotage,1,178440,0.032,0.324,0.938,0.0321,6,0.0961,-7.332000000000002,0,0.102,168.13099999999997,4,0.5429999999999999
884,U Can't Touch This,1,257360,0.00456,0.867,0.517,0.000339,11,0.0864,-13.222,0,0.0875,133.148,4,0.866
888,Get Ur Freak On,1,211120,0.5329999999999999,0.797,0.75,0.108,0,0.095,-9.369,1,0.247,177.87,4,0.74
893,Return Of The Mack,1,213093,0.0063100000000000005,0.715,0.833,0.0,2,0.16399999999999998,-5.379,1,0.108,95.487,4,0.612
903,Doo Wop (That Thing),1,320266,0.0393,0.535,0.505,0.0,2,0.0923,-8.926,0,0.245,99.935,4,0.495
907,No Diggity,1,304600,0.303,0.868,0.6459999999999999,0.0,1,0.284,-4.674,0,0.28800000000000003,88.641,4,0.67
910,Regulate,1,248866,0.29,0.845,0.51,2.39e-06,11,0.114,-13.064,0,0.224,95.265,4,0.74
918,Drive,1,232453,0.0562,0.645,0.792,0.0121,4,0.119,-7.34,0,0.036000000000000004,90.565,4,0.6659999999999999
922,High And Dry,1,257480,0.0718,0.418,0.383,0.0177,4,0.0896,-11.782,1,0.0257,87.773,4,0.35200000000000004
929,Iris,1,289533,0.00125,0.315,0.715,7.97e-06,11,0.0942,-8.072000000000001,0,0.0362,155.925,3,0.4970000000000001
930,Mr. Jones,1,272506,0.211,0.581,0.8170000000000001,1.42e-06,0,0.246,-6.542000000000002,1,0.0382,141.607,4,0.779
931,Good Riddance (Time of Your Life),1,153466,0.183,0.475,0.4320000000000001,0.0,7,0.161,-7.8439999999999985,1,0.0302,94.605,4,0.648
936,Save Tonight,1,242733,8.14e-05,0.547,0.7070000000000001,0.000149,0,0.285,-8.74,1,0.0338,119.576,4,0.654
943,When I Come Around,1,178000,0.0175,0.531,0.909,0.0,11,0.231,-4.2360000000000015,1,0.034,97.546,4,0.8140000000000001
952,All The Small Things,1,168000,0.0122,0.439,0.8909999999999999,0.0,0,0.547,-4.7639999999999985,1,0.057,148.599,4,0.695
957,Waterfalls,1,279506,0.311,0.77,0.505,7.4e-05,1,0.0777,-7.345,1,0.0828,171.798,4,0.757
958,No Diggity,1,304600,0.303,0.868,0.6459999999999999,0.0,1,0.284,-4.674,0,0.28800000000000003,88.641,4,0.67
959,I Don't Want to Miss a Thing,1,298760,0.165,0.383,0.662,0.0,2,0.248,-5.162000000000001,1,0.0333,121.154,4,0.138
960,She's so High,1,224693,0.2,0.537,0.84,2.15e-06,9,0.0998,-4.626,1,0.0363,124.269,4,0.211
965,Lovefool - Radio Edit,1,193893,0.0646,0.64,0.602,0.0,9,0.375,-7.902,1,0.0299,111.87,4,0.951
970,Kryptonite,1,233933,0.006640000000000001,0.545,0.865,1.12e-05,11,0.168,-5.707999999999998,0,0.0286,99.01,4,0.5429999999999999
989,Semi-Charmed Life,1,268360,0.008320000000000001,0.64,0.8640000000000001,0.0,7,0.123,-6.5760000000000005,1,0.0315,102.026,4,0.7
990,Mr. Jones,1,272506,0.211,0.581,0.8170000000000001,1.42e-06,0,0.246,-6.542000000000002,1,0.0382,141.607,4,0.779
991,Two Princes,1,256733,0.00162,0.5429999999999999,0.912,2.1e-06,7,0.0565,-10.71,1,0.0601,103.731,4,0.836
992,Closing Time,1,273533,0.0237,0.486,0.867,1.66e-06,7,0.155,-5.483,1,0.0295,92.757,4,0.281
997,I'm Gonna Be (500 Miles),1,219466,0.151,0.851,0.551,0.0,4,0.0827,-5.1770000000000005,1,0.0396,131.922,4,0.807
1000,You Get What You Give,1,300773,0.171,0.618,0.8959999999999999,0.0,2,0.0875,-5.357,1,0.0307,113.961,4,0.711
1007,My Own Worst Enemy,1,169026,0.00129,0.494,0.946,0.0,4,0.398,-2.757,1,0.0637,103.408,4,0.741
1014,No Rain,1,217106,0.619,0.389,0.476,5.09e-05,9,0.255,-9.342,1,0.0316,148.11700000000005,4,0.5660000000000001
1019,What's Up?,1,295493,0.16,0.561,0.555,0.0,11,0.114,-9.734,0,0.0287,134.369,4,0.4970000000000001
1022,She's so High,1,224693,0.2,0.537,0.84,2.15e-06,9,0.0998,-4.626,1,0.0363,124.269,4,0.211
1024,Alright,1,180880,0.000479,0.467,0.958,0.199,4,0.299,-4.808,0,0.0775,145.92,4,0.701
1041,All Star,1,200373,0.0319,0.731,0.861,0.0,11,0.0829,-5.881,1,0.0323,104.034,4,0.78
1048,Iris,1,289906,0.00133,0.29100000000000004,0.79,5.61e-06,11,0.0811,-5.683,0,0.0363,155.667,3,0.513
1058,Linger,1,274706,0.0783,0.439,0.434,4.870000000000001e-05,7,0.14,-14.918,1,0.0265,94.845,4,0.204
1064,Lovefool - Radio Edit,1,193893,0.0646,0.64,0.602,0.0,9,0.375,-7.902,1,0.0299,111.87,4,0.951
1073,Wonderwall - Remastered,1,258732,0.000453,0.3720000000000001,0.865,0.0,2,0.234,-4.918,1,0.0381,174.53,4,0.478
1080,High And Dry,1,257480,0.0718,0.418,0.383,0.0177,4,0.0896,-11.782,1,0.0257,87.773,4,0.35200000000000004
1089,Smells Like Teen Spirit,1,301920,2.8600000000000007e-05,0.516,0.906,0.000101,1,0.105,-4.525,1,0.0658,116.775,4,0.728
1090,Wonderwall - Remastered,1,258732,0.000453,0.3720000000000001,0.865,0.0,2,0.234,-4.918,1,0.0381,174.53,4,0.478
1091,Basket Case,1,181533,0.00293,0.442,0.943,8.71e-06,3,0.091,-3.205,1,0.0602,85.064,4,0.7809999999999999
1092,Zombie,1,306410,0.0163,0.299,0.613,0.00359,7,0.368,-9.012,1,0.0347,166.96,4,0.306
1093,Are You Gonna Go My Way,1,211933,0.00165,0.619,0.67,0.0109,11,0.331,-10.319,0,0.0353,129.267,4,0.777
1095,Come As You Are,1,218920,0.000182,0.505,0.825,0.000948,4,0.0855,-5.721,0,0.0401,119.987,4,0.541
1098,Under The Bridge,1,264306,0.0576,0.5589999999999999,0.345,0.000105,4,0.141,-13.496,1,0.0459,84.581,4,0.458
1099,Song 2 - 2012 Remastered Version,1,121160,0.00178,0.674,0.789,0.0071,8,0.0754,-6.903,1,0.0676,129.804,4,0.918
1104,All The Small Things,1,168000,0.0122,0.439,0.8909999999999999,0.0,0,0.547,-4.7639999999999985,1,0.057,148.599,4,0.695
1106,Killing In The Name,1,313573,0.0266,0.466,0.833,0.0,7,0.0327,-4.215,1,0.304,88.785,4,0.6609999999999999
1110,Everlong,1,250546,5.96e-05,0.412,0.882,0.00031,11,0.0805,-5.54,0,0.0369,158.066,4,0.35600000000000004
1111,1979 - Remastered 2012,1,266200,0.0166,0.765,0.7879999999999999,0.588,3,0.0513,-9.896,1,0.0332,126.879,4,0.964
1115,Black Hole Sun,1,318586,0.000203,0.354,0.825,6.95e-05,6,0.0758,-5.325,1,0.0406,105.495,4,0.16
1116,No Rain,1,217106,0.619,0.389,0.476,5.09e-05,9,0.255,-9.342,1,0.0316,148.11700000000005,4,0.5660000000000001
1118,Semi-Charmed Life,1,268360,0.008320000000000001,0.64,0.8640000000000001,0.0,7,0.123,-6.5760000000000005,1,0.0315,102.026,4,0.7
1119,Hallelujah,1,413320,0.921,0.339,0.14300000000000002,0.0006360000000000001,0,0.3720000000000001,-10.78,1,0.0317,101.213,3,0.0948
1120,Alright,1,180880,0.000479,0.467,0.958,0.199,4,0.299,-4.808,0,0.0775,145.92,4,0.701
1121,Say It Ain't So,1,256880,0.00328,0.635,0.435,6.78e-06,3,0.071,-7.521,1,0.031,76.098,4,0.459
1122,Sabotage,1,178440,0.032,0.324,0.938,0.0321,6,0.0961,-7.332000000000002,0,0.102,168.13099999999997,4,0.5429999999999999
1124,Interstate Love Song,1,193613,0.000552,0.214,0.947,0.00352,4,0.238,-5.053,1,0.0507,170.616,4,0.483
1139,9 to 5,1,162466,0.416,0.5539999999999999,0.7829999999999999,1.54e-06,6,0.631,-5.852,1,0.0457,105.39,4,0.813
1140,All I Am,1,218868,0.0445,0.74,0.669,0.0,0,0.184,-5.199,1,0.0373,122.007,4,0.536
1144,Guiding Light,1,217633,0.0632,0.5539999999999999,0.667,1.4300000000000004e-05,7,0.0686,-9.343,1,0.0439,100.017,4,0.281
1146,breathin,1,198160,0.0211,0.568,0.6559999999999999,1.3699999999999998e-05,8,0.213,-5.4129999999999985,1,0.0433,100.049,4,0.364
1147,I'm Yours,1,242186,0.595,0.6859999999999999,0.457,0.0,11,0.105,-8.322000000000001,1,0.0468,150.953,4,0.718
1148,Send My Love (To Your New Lover),1,223080,0.0415,0.69,0.524,3.16e-06,6,0.17,-8.39,0,0.103,164.023,4,0.562
1150,Down Under,1,220866,0.0485,0.746,0.79,0.0261,11,0.0534,-4.7,0,0.0257,107.231,4,0.8909999999999999
1151,Love Someone,1,205463,0.161,0.55,0.415,0.0,9,0.108,-6.557,0,0.052000000000000005,172.065,4,0.274
1152,Let You Love Me,1,190000,0.28800000000000003,0.531,0.8540000000000001,0.0,10,0.0773,-3.149,1,0.198,94.419,4,0.456
1156,The Way I Am,1,186080,0.314,0.755,0.769,2.38e-06,10,0.0628,-5.658,0,0.18600000000000005,114.966,4,0.642
1160,You Make My Dreams,1,190626,0.234,0.7509999999999999,0.501,0.112,5,0.0467,-12.151,1,0.0552,167.058,4,0.902
1161,Shotgun,1,201287,0.28600000000000003,0.672,0.735,0.0,5,0.242,-4.7330000000000005,1,0.0457,115.741,4,0.754
1163,How Can I Forget,1,177140,0.69,0.7959999999999999,0.53,0.0,8,0.0646,-5.9670000000000005,1,0.0558,105.031,4,0.754
1170,All This Love,1,193597,0.168,0.621,0.524,0.0,5,0.0925,-7.056,1,0.0248,97.456,3,0.434
1172,Thursday,1,216239,0.452,0.603,0.5539999999999999,0.0,2,0.0545,-4.381,1,0.0646,111.989,4,0.354
1187,BIG LOVE,1,277173,0.0488,0.759,0.455,0.0134,7,0.25,-10.319,1,0.0457,92.02,4,0.134
1192,Waiting On the World to Change,1,201173,0.159,0.5770000000000001,0.7559999999999999,0.000232,2,0.249,-5.82,1,0.115,176.75,4,0.6629999999999999
1197,Payphone,1,231173,0.0188,0.743,0.752,0.0,4,0.287,-4.813,1,0.0414,110.015,4,0.545
1201,Kiss Me,1,208680,0.023,0.526,0.7490000000000001,1.76e-06,3,0.0692,-6.964,1,0.0283,99.982,4,0.421
